站点代码，数据时间，气象，气压，相对湿度，风向，风俗，降雨量，能见度
58015,20210710123016,6.5,1009.2,81,313,0.3,0.8,10415.3
58102,20210710123016,10.8,1013.3,35,188,5.9,0.8,10018.8
58118,20210710123016,16.1,1006.2,51,275,14.3,0.2,10492.2
58122,20210710123016,1.6,1002.4,1,260,12.5,0.9,10438.4
58203,20210710123016,12.4,1010.1,85,270,12.2,0.0,10229.5
58215,20210710123016,20.9,1004.0,58,93,14.9,1.5,10357.6
58221,20210710123016,30.7,1011.9,71,169,2.9,1.2,10340.7
58225,20210710123016,18.0,1019.1,60,124,5.5,1.1,10076.1
58236,20210710123016,0.1,1018.0,8,107,4.9,0.3,10379.2
58311,20210710123016,19.5,1008.3,18,169,1.5,1.0,10150.8
58314,20210710123016,5.7,1021.7,88,65,5.8,1.3,10036.1
58319,20210710123016,25.4,1020.1,73,335,12.4,1.1,10133.9
58321,20210710123016,18.7,1018.2,41,15,2.0,1.1,10254.4
58326,20210710123016,3.6,1019.0,36,23,0.3,0.5,10197.7
58336,20210710123016,33.1,1019.1,47,334,4.5,1.3,10468.0
58338,20210710123016,19.7,1023.4,67,287,12.5,0.2,10401.5
58414,20210710123016,1.4,1002.9,27,316,6.7,0.6,10078.7
58419,20210710123016,5.8,1019.4,66,329,5.8,0.8,10410.3
58424,20210710123016,28.1,1001.3,97,223,13.3,1.4,10296.0
58429,20210710123016,23.3,1005.9,29,167,2.5,0.7,10240.2
58436,20210710123016,13.5,1007.3,50,84,6.1,1.5,10153.7
58437,20210710123016,10.5,1007.0,44,200,11.2,0.0,10098.9
58520,20210710123016,12.9,1002.5,86,66,11.6,0.1,10281.5
58531,20210710123016,30.7,1017.5,39,313,10.6,1.1,10253.1
54406,20210710123016,9.5,1022.6,9,183,5.3,1.3,10372.7
54416,20210710123016,5.1,1014.1,81,317,8.3,0.8,10418.0
54511,20210710123016,22.0,1018.4,51,259,9.5,0.7,10370.7
58725,20210710123016,19.2,1007.2,28,227,4.5,0.6,10364.4
58730,20210710123016,34.1,1011.3,27,184,0.1,0.6,10057.1
58731,20210710123016,24.9,1024.3,8,281,8.2,0.0,10092.5
58734,20210710123016,32.1,1005.6,88,262,14.6,0.1,10180.7
58737,20210710123016,10.2,1012.0,93,130,14.2,0.7,10416.1
58744,20210710123016,29.0,1014.1,31,352,7.2,0.8,10109.2
58754,20210710123016,2.5,1017.4,96,120,14.0,0.3,10117.8
58818,20210710123016,20.4,1017.9,20,238,5.9,0.2,10241.8
58820,20210710123016,13.9,1013.1,87,221,6.9,0.6,10304.5
58834,20210710123016,11.0,1001.4,42,202,8.7,0.7,10009.0
58837,20210710123016,33.8,1019.2,75,75,7.8,0.1,10404.4
58843,20210710123016,9.2,1003.6,69,171,12.1,1.1,10422.6
58846,20210710123016,34.5,1006.1,34,78,4.4,0.4,10276.0
58847,20210710123016,27.0,1020.2,56,38,5.4,0.0,10484.9
58911,20210710123016,10.9,1011.9,79,294,10.5,0.4,10286.3
58918,20210710123016,10.6,1011.8,10,214,5.2,0.1,10130.9
58921,20210710123016,2.8,1017.3,27,308,11.6,0.0,10331.8
58926,20210710123016,33.3,1010.0,91,198,4.0,0.1,10016.0
58927,20210710123016,5.9,1004.9,42,139,6.8,0.8,10328.7
58931,20210710123016,7.0,1006.0,87,102,5.0,0.7,10250.6
58933,20210710123016,33.5,1013.7,15,111,9.6,0.8,10171.8
58936,20210710123016,7.2,1015.2,39,27,9.2,0.4,10436.1
58944,20210710123016,13.0,1011.7,68,250,12.4,0.4,10181.7
59113,20210710123016,15.6,1014.0,15,350,10.9,0.8,10198.5
59126,20210710123016,13.2,1024.0,2,224,2.9,0.7,10379.5
59133,20210710123016,20.9,1020.7,88,351,6.4,0.1,10338.6
59134,20210710123016,3.4,1002.1,30,63,3.8,1.2,10276.4
59321,20210710123016,33.6,1017.6,43,166,4.1,0.4,10010.1
52323,20210710123016,1.5,1009.3,62,1,1.3,0.2,10094.1
52418,20210710123016,15.3,1010.5,26,189,8.9,1.2,10382.5
52424,20210710123016,8.2,1014.1,32,53,5.0,1.2,10204.3
52436,20210710123016,17.0,1013.6,83,92,12.1,0.5,10413.0
52446,20210710123016,34.5,1010.5,41,124,9.4,0.9,10042.2
52447,20210710123016,27.8,1006.0,4,321,4.9,0.9,10038.4
52533,20210710123016,3.1,1010.1,32,327,3.7,0.2,10244.3
52546,20210710123016,9.4,1003.1,23,130,4.1,0.0,10182.2
52652,20210710123016,4.8,1005.3,46,294,6.5,0.1,10398.2
52661,20210710123016,29.4,1010.7,17,49,11.1,0.7,10461.0
52674,20210710123016,14.0,1004.8,94,35,4.8,0.4,10444.9
52679,20210710123016,23.8,1016.6,68,6,7.1,0.9,10025.1
52681,20210710123016,0.8,1018.6,44,245,2.5,0.8,10466.6
52787,20210710123016,30.6,1012.2,43,212,2.1,0.6,10295.0
52797,20210710123016,31.6,1009.4,96,328,13.4,0.0,10180.7
52884,20210710123016,31.1,1014.8,11,349,5.9,1.3,10278.4
52895,20210710123016,25.1,1003.9,57,205,6.5,1.1,10479.0
52983,20210710123016,6.3,1016.4,76,143,2.2,0.5,10115.4
52984,20210710123016,23.2,1002.8,13,159,11.2,1.5,10107.0
52986,20210710123016,11.4,1022.4,36,181,1.6,0.9,10152.7
52996,20210710123016,34.6,1024.6,51,40,14.5,0.3,10354.8
53821,20210710123016,29.7,1025.4,81,143,14.8,0.7,10283.4
53915,20210710123016,17.3,1001.3,26,115,10.5,0.1,10014.9
53923,20210710123016,17.2,1019.2,79,275,4.8,0.5,10485.7
56074,20210710123016,32.3,1006.2,100,12,3.8,0.9,10110.5
56080,20210710123016,1.4,1017.2,11,176,1.5,1.0,10016.7
56093,20210710123016,16.4,1016.2,90,318,7.7,1.4,10462.8
56096,20210710123016,14.7,1001.5,5,83,5.4,1.4,10484.9
57014,20210710123016,20.8,1000.3,68,189,5.9,0.2,10093.2
57996,20210710123016,19.7,1001.1,19,175,2.8,0.0,10402.2
59072,20210710123016,25.1,1018.7,36,152,7.3,0.5,10271.5
59082,20210710123016,9.7,1008.3,9,316,5.1,0.4,10455.7
59087,20210710123016,32.2,1014.6,10,251,9.3,0.4,10010.6
59088,20210710123016,27.3,1005.4,48,83,6.8,0.1,10194.9
59096,20210710123016,25.8,1013.0,76,93,12.3,0.2,10293.1
59097,20210710123016,11.6,1023.1,61,150,3.3,1.2,10273.2
59107,20210710123016,31.3,1001.6,78,113,13.0,1.4,10471.2
